1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,3 Day Post Growth Rank,Change in 3 Day Post Growth Rank,Post Count 7 Day Delta,7 Day Post Growth Rank,Change in 7 Day Post Growth Rank,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
25,+4,nan,nan,https://www.tiktok.com/music/original-sound-7046344138182183685?_r=1&language=en&source=h5_m&u_code=e0chl3hbl7elb9&_d=e0chl3hbl7elb9&share_music_id=7046344138182183685,448295986,183397,1717.0,3415.0,5608.0,0,0,17370.0,0,0,43314.0,-0.33048103607770585,1.0,1.0,0.273,0.13,0.013917536842366933,0.09471256345523646,0.40102507272475413,0.32285549798503166,0.6089514978601998,0.306169757489301
26,0,Riptide,Vance Joy,https://www.tiktok.com/music/riptide-7062365673317550849?_r=1&language=en&source=h5_m&u_code=e0chcka1l84kda&_d=e0chcka1l84kda&share_music_id=7062365673317550849,467318108,38642,1666.0,3495.0,6099.0,0,0,15484.0,0,0,26923.0,0.35361482647084536,0.671,0.382,0.035,0.016,0.07262306762910861,0.4007038973138036,0.5751216432046948,0.39389046757943685,0.573044761436301,0.27315953434989343
27,-4,Primadonna,MARINA,https://www.tiktok.com/music/primadonna-sped-up-7060217558602877702?_r=1&language=en&source=h5_m&u_code=e0chg7dlg75i7a&_d=e0chg7dlg75i7a&share_music_id=7060217558602877702,467000719,50407,1621.0,3615.0,6495.0,0,0,21009.0,0,0,47660.0,-0.21169937338186184,1.0,0.58,0.035,0.016,0.062230827526293275,0.4167873509631599,0.44080990348300464,0.3091532200485506,0.5565819861431871,0.249576597382602
28,+8,Cheap Thrills,Sia,https://www.tiktok.com/music/Cheap-Thrills-Sia-Sean-Paul-6649545529443388174?_r=1&language=en&source=h5_m&u_code=e0chfkg6j866cb&_d=e0chfkg6j866cb&share_music_id=6649545529443388174,393246515,254362,1461.0,2875.0,4226.0,0,0,9859.0,0,0,19922.0,-0.02027228460697605,1.0,1.0,0.172,0.211,0.005963607034063718,0.03875972039848719,0.49488003212528864,0.42864387868952225,0.6803123521060104,0.3457169900615239
29,+11,Rather Be (feat. Jess Glynne),Clean Bandit,https://www.tiktok.com/music/Aesthetic-Sound-7008899714674363142?_r=1&language=en&source=h5_m&u_code=e0ci4gcjdhjch6&_d=e0ci4gcjdhjch6&share_music_id=7008899714674363142,427821934,93774,1385.0,2611.0,4156.0,0,0,10368.0,0,0,20198.0,0.05473041709053916,1.0,0.909,0.035,0.016,0.01662878762483895,0.11056369569390236,0.5133181503119121,0.40084876543209874,0.6282483156881616,0.3332531280076997
30,+7,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,https://www.tiktok.com/music/original-sound-33-7064596553800993562?_r=1&language=en&source=h5_m&u_code=e0ci2j0d8e4i1l&_d=e0ci2j0d8e4i1l&share_music_id=7064596553800993562,469515537,31747,1378.0,2701.0,3955.0,0,0,12444.0,0,0,31633.0,-0.3515034655271249,0.671,0.382,0.035,0.016,0.05503459213292691,0.39197404479163384,0.3933866531786426,0.31782385085181614,0.6829329962073325,0.3484197218710493
31,+8,Locked out of Heaven,Bruno Mars,https://www.tiktok.com/music/Locked-out-of-Heaven-6704976866073151490?_r=1&language=en&source=h5_m&u_code=e0chlbc685h15f&_d=e0chlbc685h15f&share_music_id=6704976866073151490,85585549,766279,1301.0,2534.0,3875.0,0,0,8296.0,0,0,17684.0,-0.11631870472944184,1.0,1.0,1.0,0.697,0.0016189960807807522,0.010826343929560904,0.4691246324361004,0.46709257473481197,0.6539354838709678,0.335741935483871
32,+1,Yellow,Coldplay,https://m.tiktok.com/h5/share/music/6711175901217818626.html?language=en&source=h5_m&u_code=e0chf456lch5fk&_d=e0chf456lch5fk&share_music_id=6711175901217818626,54478578,279158,1287.0,2805.0,4220.0,0,0,9231.0,0,0,19428.0,-0.09473374521918211,1.0,1.0,0.172,0.211,0.0049325635732033616,0.033067295223493505,0.47513897467572574,0.45715523778572204,0.6646919431279621,0.30497630331753556
33,-3,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,https://www.tiktok.com/music/original-sound-7051113496267836206?_r=1&language=en&source=h5_m&u_code=e0ci0kdd5ml5cc&_d=e0ci0kdd5ml5cc&share_music_id=7051113496267836206,452256833,26733,1284.0,2887.0,4005.0,0,0,9245.0,0,0,14718.0,0.6892015348072356,0.496,0.283,0.035,0.016,0.057316612326323346,0.345827254703924,0.6281424106536214,0.43320713899405083,0.720848938826467,0.32059925093632957
34,+14,Here's Your Perfect,Jamie Miller,https://www.tiktok.com/music/suara-asli-Die-6992408484046244634?_r=1&language=en&source=h5_m&u_code=e0chf1aj112am1&_d=e0chf1aj112am1&share_music_id=6992408484046244634,412803946,429199,1244.0,2225.0,3494.0,0,0,7526.0,0,0,12054.0,0.6621024734982333,1.0,1.0,0.827,0.381,0.002841051931666291,0.017534989596900273,0.6243570598971295,0.464257241562583,0.6368059530623926,0.35603892386949054
35,+10,Island In The Sun,Weezer,https://m.tiktok.com/h5/share/music/6826761248797886465.html?language=en&source=h5_m&u_code=e0chek1043c2f3&_d=e0chek1043c2f3&share_music_id=6826761248797886465,65277128,226098,1230.0,2239.0,3512.0,0,0,6906.0,0,0,12233.0,0.2964144922094988,1.0,1.0,0.172,0.211,0.004972415893404339,0.030544277260303055,0.5645385432845582,0.5085432956849116,0.6375284738041003,0.35022779043280183
36,-4,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,https://www.tiktok.com/music/Marvin-Gaye-6942820143857257218?_r=1&language=en&source=h5_m&u_code=e0chh11bci7blf&_d=e0chh11bci7blf&share_music_id=6942820143857257218,349114133,51792,1214.0,2754.0,5025.0,0,0,8287.0,0,0,10394.0,2.9330802088277173,1.0,0.58,0.035,0.016,0.034074547390841384,0.160005406240346,0.797286896286319,0.6063714251236877,0.5480597014925374,0.24159203980099503
37,+5,Emiliana,CKay,https://www.tiktok.com/music/Emiliana-7038934214774917894?_r=1&language=en&source=h5_m&u_code=e0ci77ifg87ce2&_d=e0ci77ifg87ce2&share_music_id=7038934214774917894,441908986,526457,1166.0,2331.0,3894.0,0,0,8993.0,0,0,20524.0,-0.22010233284190442,1.0,1.0,1.0,0.461,0.002567782727843331,0.017082116868044304,0.4381699473786786,0.43300344712554206,0.598613251155624,0.2994350282485876
38,+33,I'm Yours,Jason Mraz,https://www.tiktok.com/music/suara-asli--7059428186803047194?_r=1&language=en&source=h5_m&u_code=e0chmjl98c7adb&_d=e0chmjl98c7adb&share_music_id=7059428186803047194,463952423,66111,1058.0,1619.0,2386.0,0,0,6748.0,0,0,27591.0,-0.6762462217531066,1.0,0.647,0.035,0.016,0.01377886464421383,0.10207075978278955,0.24457250552716467,0.35358624777711917,0.6785414920368819,0.44341994970662196
39,+16,Photograph,Ed Sheeran,https://www.tiktok.com/music/Photograph-6739884087982426113?_r=1&language=en&source=h5_m&u_code=e0ci23hkb27la7&_d=e0ci23hkb27la7&share_music_id=6739884087982426113,325350488,86946,1015.0,1835.0,2611.0,0,0,5453.0,0,0,10779.0,0.023845287269996244,1.0,0.818,0.035,0.016,0.009667722419253962,0.0627170887677409,0.5058910845161889,0.47881899871630296,0.7027958636537724,0.38873994638069703
40,-9,Sweet but Psycho,Ava Max,https://m.tiktok.com/h5/share/music/6704958651515275266.html?language=en&source=h5_m&u_code=e0chd81ckfgmh1&_d=e0chd81ckfgmh1&share_music_id=6704958651515275266,66199351,144649,1003.0,2562.0,3161.0,0,0,6473.0,0,0,11672.0,0.24504712444700905,1.0,1.0,0.273,0.13,0.007027310523436261,0.0447497044569959,0.554575051405072,0.4883361656109995,0.8105030053780449,0.31730465042708006
41,+5,Play Date,Melanie Martinez,https://www.tiktok.com/music/use-this-sound-if-Ronaldo-is-better-than-Messi-7055376246730558213?_r=1&language=en&source=h5_m&u_code=e0chkf47e2lfl7&_d=e0chkf47e2lfl7&share_music_id=7055376246730558213,458983051,40142,998.0,2000.0,3288.0,0,0,9683.0,0,0,25471.0,-0.3866860907017988,0.82,0.478,0.035,0.016,0.03530273144024864,0.2412186737083354,0.3801578265478387,0.33956418465351645,0.6082725060827251,0.3035279805352798
42,+5,Heartburn,Wafia,https://www.tiktok.com/music/som-original-7061030409143880454?_r=1&language=en&source=h5_m&u_code=e0chhkl646mj9d&_d=e0chhkl646mj9d&share_music_id=7061030409143880454,465507044,46322,973.0,1967.0,3134.0,0,0,8636.0,0,0,28021.0,-0.5545009027598659,0.82,0.478,0.035,0.016,0.027666844882493713,0.18643409179223694,0.30819742336105066,0.36289949050486336,0.6276324186343332,0.3104658583280153
43,+24,love nwantiti (ah ah ah),CKay,https://www.tiktok.com/music/sonido-original-7052473239645309702?_r=1&language=en&source=h5_m&u_code=e0chbhlbhck35e&_d=e0chbhlbhck35e&share_music_id=7052473239645309702,457620740,91012,952.0,1524.0,1769.0,0,0,2943.0,0,0,13903.0,-0.731478102189781,1.0,0.909,0.035,0.016,0.004213244309994443,0.03233639520063288,0.2116809321729123,0.6010873258579681,0.861503674392312,0.5381571509327303
44,+12,Truth Hurts,Lizzo,https://www.tiktok.com/music/truth-hurts-by-lizzo-7050631946740943662?_r=1&language=en&source=h5_m&u_code=e0chi8fee7f10f&_d=e0chi8fee7f10f&share_music_id=7050631946740943662,464344769,45883,948.0,1759.0,2730.0,0,0,9057.0,0,0,29488.0,-0.5567030492878469,0.82,0.478,0.035,0.016,0.02855295462638461,0.1973933700934987,0.3071418882257189,0.30142431268632,0.6443223443223444,0.34725274725274724
45,+15,Haunted,Laura Les,https://www.tiktok.com/music/som-original-7056088620348115718?_r=1&language=en&source=h5_m&u_code=e0ci42985hfmhf&_d=e0ci42985hfmhf&share_music_id=7056088620348115718,461072838,31849,925.0,1679.0,2804.0,0,0,8252.0,0,0,16977.0,-0.05421203438395415,0.671,0.382,0.035,0.016,0.0379398152966564,0.2590976168796508,0.48606938799552335,0.3397964129907901,0.5987874465049928,0.32988587731811697
46,+6,Rules,Killumantii,https://www.tiktok.com/music/another-one-of-my-sounds-that-are-blowing-up-7059793332054149934?_r=1&language=en&source=h5_m&u_code=e0chj9f0lchcg6&_d=e0chj9f0lchcg6&share_music_id=7059793332054149934,465137633,37783,892.0,1761.0,2758.0,0,0,8841.0,0,0,18935.0,-0.12413314840499307,0.671,0.382,0.035,0.016,0.036672422384721334,0.23399412434163513,0.466913123844732,0.3119556611243072,0.6385061638868745,0.32342277012327775
47,+11,abcdefu,GAYLE,https://www.tiktok.com/music/abcdefu-6994724904944568322?_r=1&language=en&source=h5_m&u_code=e0ci2g48771jic&_d=e0ci2g48771jic&share_music_id=6994724904944568322,414634955,2465590,881.0,1657.0,3458.0,0,0,11410.0,0,0,32926.0,-0.4696969696969697,1.0,1.0,1.0,1.0,0.000708133755131329,0.004627695602269639,0.3465346534653465,0.3030674846625767,0.4791787160208213,0.25477154424522847
48,-7,No Idea,Don Toliver,https://m.tiktok.com/h5/share/music/7064417481330264859.html?language=en&source=h5_m&u_code=e0chk08f57dj6a&_d=e0chk08f57dj6a&share_music_id=7064417481330264859,469160442,29101,872.0,2094.0,3193.0,0,0,10892.0,0,0,26928.0,-0.32077824893988527,0.496,0.283,0.035,0.016,0.05421795445095581,0.37428267069860144,0.404486036838978,0.29315093646713186,0.6558095834638271,0.27309740056373316
49,+25,That's What I Like,Bruno Mars,https://www.tiktok.com/music/original-sound-7047203485166619397?_r=1&language=en&source=h5_m&u_code=e0chkdakj738b5&_d=e0chkdakj738b5&share_music_id=7047203485166619397,448884545,61942,820.0,1350.0,1523.0,0,0,2988.0,0,0,4802.0,0.6471885336273429,1.0,0.647,0.035,0.016,0.007691364529587349,0.04823867488941268,0.6222407330279051,0.5097054886211513,0.886408404464872,0.5384110308601444
50,0,Talking to the Moon,Bruno Mars,https://m.tiktok.com/h5/share/music/6705031665275652097.html?language=en&source=h5_m&u_code=e0chb9imcch4lm&_d=e0chb9imcch4lm&share_music_id=6705031665275652097,13331580,428966,807.0,1733.0,2695.0,0,0,5714.0,0,0,30431.0,-0.7688230772342922,1.0,1.0,0.827,0.381,0.0019117732588134655,0.013320403015623615,0.18776905129637542,0.47164858242912144,0.6430426716141002,0.299443413729128
51,+14,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,https://www.tiktok.com/music/original-sound-7043468329537194757?_r=1&language=en&source=h5_m&u_code=e0chfbkd3k9h08&_d=e0chfbkd3k9h08&share_music_id=7043468329537194757,448101929,279028,730.0,1323.0,2099.0,0,0,6476.0,0,0,17583.0,-0.4169442693796705,1.0,1.0,0.172,0.211,0.003739214569548758,0.023209140301331765,0.36831029972132173,0.3241198270537369,0.6303001429252024,0.34778465936160075
52,+7,Look Back at It,A Boogie Wit da Hoodie,https://www.tiktok.com/music/LOOK-B%C3%84CK-AT-IT-7047998160362720006?_r=1&language=en&source=h5_m&u_code=e0chj34hcee940&_d=e0chj34hcee940&share_music_id=7047998160362720006,466342603,35236,717.0,1475.0,2502.0,0,0,7691.0,0,0,18502.0,-0.2885949495883822,0.671,0.382,0.035,0.016,0.033384757790805304,0.21827108638892043,0.4156847908334234,0.32531530360161226,0.5895283772981614,0.2865707434052758
53,+1,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/6705017357909100545.html?language=en&source=h5_m&u_code=e0chcdf9ga3iic&_d=e0chcdf9ga3iic&share_music_id=6705017357909100545,227624385,192867,699.0,1522.0,2275.0,0,0,4813.0,0,0,11281.0,-0.2558750773036487,1.0,1.0,0.273,0.13,0.0036804346458013696,0.024955020817454515,0.42664657388529387,0.4726781633077083,0.669010989010989,0.30725274725274726
54,+30,nan,nan,https://www.tiktok.com/music/Yellow-Slowed-6894026000066168834?_r=1&language=en&source=h5_m&u_code=e0chh8cg4c0led&_d=e0chh8cg4c0led&share_music_id=6894026000066168834,223392093,338327,685.0,1131.0,1902.0,0,0,4449.0,0,0,8363.0,0.13668880940214614,1.0,1.0,0.195,0.299,0.0018957633345460165,0.013149999852213982,0.5319861293794093,0.4275118004045853,0.5946372239747634,0.3601472134595163
55,+7,Viva La Vida,Coldplay,https://m.tiktok.com/h5/share/music/6711209819333724162.html?language=en&source=h5_m&u_code=e0chfdmba2ai0k&_d=e0chfdmba2ai0k&share_music_id=6711209819333724162,10862785,131688,658.0,1318.0,2007.0,0,0,3814.0,0,0,7219.0,0.12011747430249634,1.0,1.0,0.273,0.13,0.004492844728765389,0.028962395966223194,0.5283280232719213,0.5262191924488726,0.6567015445939213,0.3278525161933234
56,+10,Runaway (U & I),Galantis,https://m.tiktok.com/h5/share/music/6739886964650018818.html?language=en&source=h5_m&u_code=e0chcl7gmg6mc6&_d=e0chcl7gmg6mc6&share_music_id=6739886964650018818,263418456,54336,655.0,1232.0,1791.0,0,0,4264.0,0,0,7223.0,0.44102737411287596,1.0,0.58,0.035,0.016,0.011357752056046272,0.07847467608951708,0.5903364253080438,0.4200281425891182,0.6878838637632607,0.3657174762702401
57,+15,nan,nan,https://www.tiktok.com/music/som-original-7047348160129223430?_r=1&language=en&source=h5_m&u_code=e0ci7c0i94chlj&_d=e0ci7c0i94chlj&share_music_id=7047348160129223430,448895101,213294,637.0,1186.0,2277.0,0,0,5642.0,0,0,14481.0,-0.3616924991514877,1.0,1.0,0.172,0.211,0.004372968998315844,0.026451752041782704,0.38961397693529454,0.40358029067706486,0.520860781730347,0.279754062362758
58,+20,Narco Trafficante (feat. Percy Keith),Kevin Gates,https://m.tiktok.com/h5/share/music/7057159435428563759.html?language=en&source=h5_m&u_code=e0ci3gg8alhag5&_d=e0ci3gg8alhag5&share_music_id=7057159435428563759,460638605,34835,604.0,1102.0,1675.0,0,0,4475.0,0,0,9052.0,-0.022285339742189207,0.671,0.382,0.035,0.016,0.018381130318586104,0.1284627529783264,0.49436588599204595,0.3743016759776536,0.657910447761194,0.36059701492537316
59,+26,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,https://m.tiktok.com/h5/share/music/7054284165788748550.html?language=en&source=h5_m&u_code=e0chdklim33hc4&_d=e0chdklim33hc4&share_music_id=7054284165788748550,458490452,4264,582.0,1020.0,1513.0,0,0,2655.0,0,0,3578.0,1.876489707475623,0.102,0.083,0.035,0.016,0.14524905818334016,0.6226547842401501,0.7420346562325322,0.5698681732580038,0.6741573033707865,0.38466622604097817
60,+16,Unstoppable,Sia,https://m.tiktok.com/h5/share/music/6716541609229436930.html?language=en&source=h5_m&u_code=e0ci7486behe4e&_d=e0ci7486behe4e&share_music_id=6716541609229436930,72046890,99122,577.0,1094.0,1591.0,0,0,3431.0,0,0,7137.0,-0.0742039935240151,1.0,0.909,0.035,0.016,0.005127406098353501,0.03461391013094974,0.48073420204567746,0.4637132031477703,0.6876178504085481,0.3626649905719673
61,-10,See You Again (feat. Charlie Puth),Wiz Khalifa,https://m.tiktok.com/h5/share/music/7065419899367115526.html?language=en&source=h5_m&u_code=e0ci14jdcl6j36&_d=e0ci14jdcl6j36&share_music_id=7065419899367115526,471321455,14004,574.0,1491.0,2205.0,0,0,5124.0,0,0,nan,nan,0.303,0.174,0.035,0.016,0.057701037340910366,0.3658954584404456,nan,0.430327868852459,0.6761904761904762,0.26031746031746034
62,+6,Happiest Year,Jaymes Young,https://www.tiktok.com/music/original-sound-%F0%9D%99%99%F0%9D%99%9A%F0%9D%99%AC%F0%9D%99%9A%F0%9D%99%9A%F0%9D%99%9A-6968132246679128834?_r=1&language=en&source=h5_m&u_code=e0ci12cl092aa4&_d=e0ci12cl092aa4&share_music_id=6968132246679128834,400106908,358165,564.0,1127.0,1494.0,0,0,2794.0,0,0,6031.0,-0.13685511275872722,1.0,1.0,0.195,0.299,0.001184642813092116,0.007800873898901345,0.46327308903996023,0.5347172512526843,0.7543507362784472,0.37751004016064255
63,0,Rules,Killumantii,https://www.tiktok.com/music/original-sound-7058688386927889198?_r=1&language=en&source=h5_m&u_code=e0chmfe30a1a3h&_d=e0chmfe30a1a3h&share_music_id=7058688386927889198,462665631,22163,559.0,1180.0,2025.0,0,0,5850.0,0,0,12327.0,-0.0968040759610931,0.496,0.283,0.035,0.016,0.0410017530678687,0.26395343590669135,0.47456802141640303,0.34615384615384615,0.582716049382716,0.2760493827160494
64,+6,Love Faces,Trey Songz,https://m.tiktok.com/h5/share/music/6896981514278406145.html?language=en&source=h5_m&u_code=e0ci1mm1dai96f&_d=e0ci1mm1dai96f&share_music_id=6896981514278406145,228416566,4206,543.0,1103.0,1586.0,0,0,2499.0,0,0,2988.0,4.110429447852761,0.102,0.083,0.035,0.016,0.16269870339169304,0.594151212553495,0.8363453815261044,0.6346538615446179,0.6954602774274905,0.34237074401008827
65,-1,Riptide,Vance Joy,https://m.tiktok.com/h5/share/music/6704975904373737474.html?language=en&source=h5_m&u_code=e0ci16haddiagf&_d=e0ci16haddiagf&share_music_id=6704975904373737474,4191326,368518,541.0,1156.0,1765.0,0,0,3416.0,0,0,6122.0,0.262379896526238,1.0,1.0,0.195,0.299,0.001495027479717415,0.009269560781291552,0.5579875857562888,0.5166861826697893,0.654957507082153,0.3065155807365439
66,+9,WHATS POPPIN,Jack Harlow,https://www.tiktok.com/music/WHATS-POPPIN-6803571105387792386?_r=1&language=en&source=h5_m&u_code=e0chk9396gge0j&_d=e0chk9396gge0j&share_music_id=6803571105387792386,32639862,116509,529.0,1050.0,1421.0,0,0,3136.0,0,0,6070.0,0.06884798909338787,1.0,1.0,0.273,0.13,0.0038891978312248525,0.026916375558969693,0.5166392092257002,0.453125,0.7389162561576355,0.37227304714989445
67,+35,Freaks,Surf Curse,https://www.tiktok.com/music/sonido-original-7059669380791012102?_r=1&language=en&source=h5_m&u_code=e0chgmfg9e5e1a&_d=e0chgmfg9e5e1a&share_music_id=7059669380791012102,467560595,21486,529.0,847.0,1245.0,0,0,2748.0,0,0,10510.0,-0.6459675341406854,0.496,0.283,0.035,0.016,0.019783977152569916,0.1278972354091036,0.261465271170314,0.45305676855895194,0.6803212851405622,0.4248995983935743
68,+31,Life Goes On,Oliver Tree,https://www.tiktok.com/music/som-original-7016040688034810629?_r=1&language=en&source=h5_m&u_code=e0chdie2i42m4b&_d=e0chdie2i42m4b&share_music_id=7016040688034810629,426812271,94396,528.0,854.0,1104.0,0,0,938.0,0,0,3937.0,-0.6872290763587863,1.0,0.909,0.035,0.016,0.002092144191090966,0.009936861731429297,0.23825247650495301,1.1769722814498933,0.7735507246376812,0.4782608695652174
69,+12,Wiggle (feat. Snoop Dogg),Jason Derulo,https://m.tiktok.com/h5/share/music/7059508951355755270.html?language=en&source=h5_m&u_code=e0chmi9hb1fe8m&_d=e0chmi9hb1fe8m&share_music_id=7059508951355755270,463768000,46032,493.0,959.0,1418.0,0,0,5186.0,0,0,25148.0,-0.7402063921450757,0.82,0.478,0.035,0.016,0.012245705015571144,0.11266075773375044,0.20621918243995546,0.27342846124180487,0.6763046544428772,0.34767277856135403
70,+71,Hero (feat. Christina Perri),Cash Cash,https://www.tiktok.com/music/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%89%E0%B8%99%E0%B8%89%E0%B8%9A%E0%B8%B1%E0%B8%9A-BTS-7036743804677819163?_r=1&language=en&source=h5_m&u_code=e0ci87lf8239mb&_d=e0ci87lf8239mb&share_music_id=7036743804677819163,471393764,11353,474.0,679.0,933.0,0,0,8216.0,0,0,nan,nan,0.303,0.174,0.035,0.016,0.054537885095753615,0.7236853695058575,nan,0.1135589094449854,0.7277599142550911,0.5080385852090032
71,+15,Don't - Rick Ross Remix,Ed Sheeran,https://m.tiktok.com/h5/share/music/7065305930782919426.html?language=en&source=h5_m&u_code=e0ci878k382g4b&_d=e0ci878k382g4b&share_music_id=7065305930782919426,470257048,7167,426.0,862.0,1268.0,0,0,3665.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.07185953494678328,0.5113715641132971,nan,0.34597544338335606,0.6798107255520505,0.3359621451104101
72,+11,That's What I Like,Bruno Mars,https://www.tiktok.com/music/original-sound-YVON-ANDALLON%F0%9F%87%B5%F0%9F%87%AD-6964233768240515841?_r=1&language=en&source=h5_m&u_code=e0chbijb490178&_d=e0chbijb490178&share_music_id=6964233768240515841,398205500,75244,422.0,874.0,858.0,0,0,804.0,0,0,946.0,4.661971830985915,1.0,0.72,0.035,0.016,0.0022451149950048484,0.010685237361118495,0.8498942917547568,1.0671641791044777,1.0186480186480187,0.49184149184149184
73,+15,A Sky Full of Stars,Coldplay,https://m.tiktok.com/h5/share/music/6705040738570225666.html?language=en&source=h5_m&u_code=e0ci87agkhf8ga&_d=e0ci87agkhf8ga&share_music_id=6705040738570225666,49973940,131021,397.0,806.0,1315.0,0,0,2885.0,0,0,5822.0,-0.017705141300646918,1.0,1.0,0.273,0.13,0.003319365173337706,0.02201937094053625,0.49553418069391963,0.4558058925476603,0.6129277566539924,0.30190114068441065
74,+27,Rather Be (feat. Jess Glynne),Clean Bandit,https://www.tiktok.com/music/original-sound-7006668364534090502?_r=1&language=en&source=h5_m&u_code=e0chh002ggb0em&_d=e0chh002ggb0em&share_music_id=7006668364534090502,422088115,77091,391.0,712.0,959.0,0,0,3167.0,0,0,10858.0,-0.5882199973995579,1.0,0.72,0.035,0.016,0.0053709934758226306,0.041081319479576085,0.29167434149935534,0.3028102305020524,0.7424400417101147,0.40771637122002086
75,+39,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://www.tiktok.com/music/Kawra-Bawra-7055232439903439642?_r=1&language=en&source=h5_m&u_code=e0chf303bbk45l&_d=e0chf303bbk45l&share_music_id=7055232439903439642,458843889,56906,381.0,660.0,982.0,0,0,4072.0,0,0,7873.0,0.07129702709813207,1.0,0.58,0.035,0.016,0.0069778021356087455,0.07155660211576986,0.5172107201829036,0.2411591355599214,0.6720977596741344,0.3879837067209776
76,+17,Heartburn,Wafia,https://www.tiktok.com/music/original-sound-7061332580083223301?_r=1&language=en&source=h5_m&u_code=e0chflj11bf1d4&_d=e0chflj11bf1d4&share_music_id=7061332580083223301,465773509,18051,380.0,756.0,1240.0,0,0,3424.0,0,0,11847.0,-0.5934940045114567,0.303,0.174,0.035,0.016,0.02851817779954826,0.18968478200653704,0.28901831687347007,0.3621495327102804,0.6096774193548387,0.3064516129032258
77,+10,Super Gremlin,Kodak Black,https://www.tiktok.com/music/Super-Gremlin-7025679587229861890?_r=1&language=en&source=h5_m&u_code=e0ci6jjdef973i&_d=e0ci6jjdef973i&share_music_id=7025679587229861890,433872268,333322,371.0,801.0,1313.0,0,0,4153.0,0,0,8710.0,-0.08865481676541584,1.0,1.0,0.195,0.299,0.0018573275823093064,0.012459423620403094,0.47680826636050516,0.3161569949434144,0.6100533130236101,0.28255902513328257
78,+103,nan,nan,https://www.tiktok.com/music/Today-my-life-begins-Bruno-Mars-7009961404815919874?_r=1&language=en&source=h5_m&u_code=e0chglb68m68j1&_d=e0chglb68m68j1&share_music_id=7009961404815919874,422559091,42848,370.0,507.0,583.0,0,0,917.0,0,0,2082.0,-0.2128755364806867,0.82,0.478,0.035,0.016,0.0033627992110902465,0.02140123226288275,0.4404418828049952,0.6357688113413305,0.869639794168096,0.6346483704974271
79,+16,Talking to the Moon,Bruno Mars,https://www.tiktok.com/music/original-sound-6945202282879699718?_r=1&language=en&source=h5_m&u_code=e0ci40hle1m430&_d=e0ci40hle1m430&share_music_id=6945202282879699718,363343277,298968,370.0,734.0,1049.0,0,0,2341.0,0,0,8850.0,-0.6403441388846213,1.0,1.0,0.172,0.211,0.0011950254714979713,0.007830269460276686,0.26451977401129945,0.44809910294745836,0.6997140133460439,0.35271687321258344
80,-11,Talk Dirty (feat. 2 Chainz),Jason Derulo,https://m.tiktok.com/h5/share/music/7052369145941330694.html?language=en&source=h5_m&u_code=e0ci085a3e0bhk&_d=e0ci085a3e0bhk&share_music_id=7052369145941330694,455749160,107805,369.0,932.0,1310.0,0,0,4142.0,0,0,10934.0,-0.39016489988221437,1.0,1.0,0.273,0.13,0.00511368979330841,0.03842122350540327,0.3788183647338577,0.31627233220666345,0.7114503816793893,0.2816793893129771
81,-2,Unstoppable,Sia,https://www.tiktok.com/music/original-sound-7063033778574314267?_r=1&language=en&source=h5_m&u_code=e0ci417cil1ig7&_d=e0ci417cil1ig7&share_music_id=7063033778574314267,467622032,21213,364.0,853.0,1401.0,0,0,3575.0,0,0,11477.0,-0.5475828904074918,0.496,0.283,0.035,0.016,0.02420696958999445,0.16852873238108707,0.31149255031802736,0.3918881118881119,0.6088508208422555,0.2598144182726624
82,+204,When I Was Your Man,Bruno Mars,https://www.tiktok.com/music/That-is-it-I-am-famous-6838093297202825989?_r=1&language=en&source=h5_m&u_code=e0ci19lddj2l5a&_d=e0ci19lddj2l5a&share_music_id=6838093297202825989,100397555,53362,358.0,426.0,462.0,0,0,476.0,0,0,1591.0,-0.5730941704035875,1.0,0.58,0.035,0.016,0.0016359562787850576,0.008920205389603088,0.29918290383406665,0.9705882352941176,0.922077922077922,0.7748917748917749
