1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,3 Day Post Growth Rank,Change in 3 Day Post Growth Rank,Post Count 7 Day Delta,7 Day Post Growth Rank,Change in 7 Day Post Growth Rank,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
375,-133,money machine,100 gecs,https://www.tiktok.com/music/money-machine-7059447635383487237?_r=1&language=en&source=h5_m&u_code=e0chb7d5kgc6b7&_d=e0chb7d5kgc6b7&share_music_id=7059447635383487237,463571421,24158,34.0,118.0,200.0,0,0,610.0,0,0,1925.0,-0.5361216730038023,0.496,0.283,0.035,0.016,0.003389802205876244,0.025250434638629027,0.3168831168831169,0.32786885245901637,0.59,0.17
376,-21,Drip 4 Sale,Plies,https://m.tiktok.com/h5/share/music/6755993955948562433.html?language=en&source=h5_m&u_code=e0ci6kfd6bg2hb&_d=e0ci6kfd6bg2hb&share_music_id=6755993955948562433,65762332,55949,34.0,82.0,135.0,0,0,381.0,0,0,775.0,-0.03299492385786802,1.0,0.58,0.035,0.016,0.0009138016297920832,0.006809773186294661,0.4916129032258065,0.3543307086614173,0.6074074074074074,0.2518518518518518
377,-24,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/6890540684265556738.html?language=en&source=h5_m&u_code=e0ci34e6lha4ih&_d=e0ci34e6lha4ih&share_music_id=6890540684265556738,228465076,63430,34.0,82.0,123.0,0,0,269.0,0,0,1310.0,-0.7415946205571565,1.0,0.647,0.035,0.016,0.0006001870056354401,0.004240895475327132,0.20534351145038168,0.45724907063197023,0.6666666666666666,0.2764227642276423
378,+13,Felony,CKay,https://m.tiktok.com/h5/share/music/6901230868371605505.html?language=en&source=h5_m&u_code=e0chhb3dl4ijb5&_d=e0chhb3dl4ijb5&share_music_id=6901230868371605505,236628435,21095,34.0,73.0,115.0,0,0,212.0,0,0,349.0,0.5474452554744526,0.496,0.283,0.035,0.016,0.0015433716000572313,0.010049774828158331,0.6074498567335244,0.5424528301886793,0.6347826086956522,0.2956521739130435
379,N/A,Like I'm Gonna Lose You,Jasmine Thompson,https://m.tiktok.com/h5/share/music/7054327942079367982.html?language=en&source=h5_m&u_code=e0che58fc59ee9&_d=e0che58fc59ee9&share_music_id=7054327942079367982,460431098,516,34.0,52.0,75.0,0,0,121.0,0,0,178.0,1.1228070175438596,0.102,0.058,0.035,0.016,0.04716981132075472,0.23449612403100775,0.6797752808988764,0.6198347107438017,0.6933333333333334,0.4533333333333333
380,-114,Best Part of Me (feat. YEBBA),Ed Sheeran,https://m.tiktok.com/h5/share/music/6712768258929330946.html?language=en&source=h5_m&u_code=e0chh2g9kdlcgl&_d=e0chh2g9kdlcgl&share_music_id=6712768258929330946,35235949,9132,33.0,108.0,151.0,0,0,311.0,0,0,554.0,0.27983539094650206,0.102,0.058,0.035,0.016,0.0052065950203590405,0.034056066579062634,0.5613718411552346,0.4855305466237942,0.7152317880794702,0.2185430463576159
381,+197,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,https://m.tiktok.com/h5/share/music/6706313167506507778.html?language=en&source=h5_m&u_code=e0ci280ic58dh0&_d=e0ci280ic58dh0&share_music_id=6706313167506507778,3188590,11803,33.0,47.0,84.0,0,0,143.0,0,0,411.0,-0.4664179104477612,0.303,0.174,0.035,0.016,0.001978205631064712,0.012115563839701771,0.34793187347931875,0.5874125874125874,0.5595238095238095,0.39285714285714285
382,+96,Boom (feat. JID),Token,https://m.tiktok.com/h5/share/music/7065395086514916142.html?language=en&source=h5_m&u_code=e0ci4l1dggbmi7&_d=e0ci4l1dggbmi7&share_music_id=7065395086514916142,470315785,783,33.0,59.0,71.0,0,0,188.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.03389830508474576,0.24010217113665389,nan,0.3776595744680851,0.8309859154929577,0.4647887323943662
383,-32,Thank You,Kehlani,https://www.tiktok.com/music/Em-Say-Ro%CC%82%CC%80i-Remix-6933032693730920449?_r=1&language=en&source=h5_m&u_code=e0ci28467jc29c&_d=e0ci28467jc29c&share_music_id=6933032693730920449,308955701,12982,33.0,81.0,98.0,0,0,180.0,0,0,292.0,0.6071428571428571,0.303,0.174,0.035,0.016,0.002391230086022258,0.01386535202588199,0.6164383561643836,0.5444444444444444,0.826530612244898,0.336734693877551
384,-27,Liefdesverdriet / Weekend,NoCap,https://www.tiktok.com/music/original-sound-7020463204140714757?_r=1&language=en&source=h5_m&u_code=e0ci2fbj0h1822&_d=e0ci2fbj0h1822&share_music_id=7020463204140714757,429149397,7002,32.0,79.0,114.0,0,0,258.0,0,0,702.0,-0.4189189189189189,0.102,0.058,0.035,0.016,0.00522420548541576,0.03684661525278492,0.36752136752136755,0.4418604651162791,0.6929824561403509,0.2807017543859649
385,+66,Breathe Me,Jasmine Thompson,https://m.tiktok.com/h5/share/music/6749158114878147334.html?language=en&source=h5_m&u_code=e0cheife614l99&_d=e0cheife614l99&share_music_id=6749158114878147334,21951890,5919,32.0,62.0,61.0,0,0,204.0,0,0,227.0,7.869565217391305,0.102,0.058,0.035,0.016,0.0034197387319608785,0.03446528129751647,0.8986784140969163,0.29901960784313725,1.0163934426229508,0.5245901639344263
386,+110,Ancient Dreams In A Modern Land,MARINA,https://www.tiktok.com/music/stream-ADIAML-6998567578285247237?_r=1&language=en&source=h5_m&u_code=e0ci0bma8bl78a&_d=e0ci0bma8bl78a&share_music_id=6998567578285247237,415768550,12601,32.0,56.0,90.0,0,0,253.0,0,0,621.0,-0.3125,0.303,0.174,0.035,0.016,0.002847772178225771,0.02007777160542814,0.4074074074074074,0.3557312252964427,0.6222222222222222,0.35555555555555557
387,-33,BOOM,Tiësto,https://www.tiktok.com/music/Boom-Boom-Pow-%C3%97-Tiesto-Boom-6593282548213025549?_r=1&language=en&source=h5_m&u_code=e0ci1bj63dkk18&_d=e0ci1bj63dkk18&share_music_id=6593282548213025549,391852798,15545,32.0,80.0,113.0,0,0,284.0,0,0,552.0,0.05970149253731343,0.303,0.174,0.035,0.016,0.0024752475247525225,0.018269540045030556,0.5144927536231884,0.397887323943662,0.7079646017699115,0.2831858407079646
388,+269,Paranoid (feat. B.o.B),Ty Dolla $ign,https://m.tiktok.com/h5/share/music/6871388412415462149.html?language=en&source=h5_m&u_code=e0ci5cfieb86j3&_d=e0ci5cfieb86j3&share_music_id=6871388412415462149,149614603,18028,32.0,38.0,43.0,0,0,168.0,0,0,260.0,0.8260869565217391,0.303,0.174,0.035,0.016,0.0013136508360607477,0.009318837364100288,0.6461538461538462,0.25595238095238093,0.8837209302325582,0.7441860465116279
389,+97,Misery Business,Paramore,https://www.tiktok.com/music/Misery-Business-6705031762403133441?_r=1&language=en&source=h5_m&u_code=e0ci1bj036i1gd&_d=e0ci1bj036i1gd&share_music_id=6705031762403133441,103053389,13388,32.0,57.0,80.0,0,0,191.0,0,0,348.0,0.21656050955414013,0.303,0.174,0.035,0.016,0.0019839182385210517,0.01426650731998805,0.5488505747126436,0.418848167539267,0.7125,0.4
390,+28,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,https://m.tiktok.com/h5/share/music/7057851435073227526.html?language=en&source=h5_m&u_code=e0ci719da06e01&_d=e0ci719da06e01&share_music_id=7057851435073227526,471134777,232,31.0,66.0,87.0,0,0,143.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.15455746367239104,0.6163793103448276,nan,0.6083916083916084,0.7586206896551724,0.3563218390804598
391,-28,Selfish,PnB Rock,https://m.tiktok.com/h5/share/music/7061727381479787311.html?language=en&source=h5_m&u_code=e0ci8dheaa384a&_d=e0ci8dheaa384a&share_music_id=7061727381479787311,466493148,1215,30.0,76.0,102.0,0,0,311.0,0,0,793.0,-0.35477178423236516,0.102,0.058,0.035,0.016,0.034146341463414595,0.2559670781893004,0.3921815889029004,0.3279742765273312,0.7450980392156863,0.29411764705882354
392,+161,I Choose You,YoungBoy Never Broke Again,https://www.tiktok.com/music/I-Choose-You-6819184907235887105?_r=1&language=en&source=h5_m&u_code=e0chih3bhfecmi&_d=e0chih3bhfecmi&share_music_id=6819184907235887105,60499690,11949,30.0,48.0,73.0,0,0,167.0,0,0,193.0,5.423076923076923,0.303,0.174,0.035,0.016,0.0022572222690136674,0.013976064942673026,0.8652849740932642,0.437125748502994,0.6575342465753424,0.410958904109589
393,+48,Hot (feat. Gunna),Young Thug,https://m.tiktok.com/h5/share/music/7053242484729760558.html?language=en&source=h5_m&u_code=e0chemc9llcmi9&_d=e0chemc9llcmi9&share_music_id=7053242484729760558,459513006,2188,30.0,61.0,136.0,0,0,239.0,0,0,460.0,0.08144796380090498,0.102,0.058,0.035,0.016,0.018337998262715954,0.10923217550274222,0.5195652173913043,0.5690376569037657,0.4485294117647059,0.22058823529411764
394,+83,Happy Place,SAINT PHNX,https://www.tiktok.com/music/Happy-Place-6979170265373214722?_r=1&language=en&source=h5_m&u_code=e0chgbfii6g005&_d=e0chgbfii6g005&share_music_id=6979170265373214722,407758855,3124,30.0,56.0,108.0,0,0,250.0,0,0,427.0,0.4124293785310734,0.102,0.058,0.035,0.016,0.012195121951219573,0.08002560819462227,0.585480093676815,0.432,0.5185185185185185,0.2777777777777778
395,+160,Heart Mind,Kodak Black,https://m.tiktok.com/h5/share/music/7005300775765166853.html?language=en&source=h5_m&u_code=e0ci3c281ed32l&_d=e0ci3c281ed32l&share_music_id=7005300775765166853,427468869,763,29.0,47.0,64.0,0,0,135.0,0,0,391.0,-0.47265625,0.102,0.058,0.035,0.016,0.03197925669835772,0.17693315858453473,0.3452685421994885,0.4740740740740741,0.734375,0.453125
396,-74,Bangarang (feat. Sirah),Skrillex,https://m.tiktok.com/h5/share/music/7066178668216830725.html?language=en&source=h5_m&u_code=e0cha197b7lm73&_d=e0cha197b7lm73&share_music_id=7066178668216830725,471266160,381,29.0,83.0,103.0,0,0,220.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.10678925035360674,0.5774278215223098,nan,0.4681818181818182,0.8058252427184466,0.2815533980582524
397,+250,Life Goes On,Oliver Tree,https://www.tiktok.com/music/som-original-7009335984101886726?_r=1&language=en&source=h5_m&u_code=e0chhcid3g87hm&_d=e0chhcid3g87hm&share_music_id=7009335984101886726,424066337,19184,28.0,35.0,46.0,0,0,154.0,0,0,500.0,-0.5549132947976878,0.303,0.174,0.035,0.016,0.0009932251589160254,0.008027522935779817,0.308,0.2987012987012987,0.7608695652173914,0.6086956521739131
398,-124,Dead Trollz,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/6871082698715203586.html?language=en&source=h5_m&u_code=e0ci2cfc7bl634&_d=e0ci2cfc7bl634&share_music_id=6871082698715203586,192968997,23889,28.0,99.0,152.0,0,0,435.0,0,0,940.0,-0.13861386138613863,0.496,0.283,0.035,0.016,0.0025624167636003185,0.0182092176315459,0.4627659574468085,0.34942528735632183,0.6513157894736842,0.18421052631578946
399,+12,To All The Boys I’ve Loved Before,Jax,https://m.tiktok.com/h5/share/music/7055021088232704002.html?language=en&source=h5_m&u_code=e0cheife5lg0ea&_d=e0cheife5lg0ea&share_music_id=7055021088232704002,458980766,529,28.0,64.0,114.0,0,0,135.0,0,0,186.0,1.6470588235294117,0.102,0.058,0.035,0.016,0.05694760820045558,0.2551984877126654,0.7258064516129032,0.8444444444444444,0.5614035087719298,0.24561403508771928
400,+67,love nwantiti (ah ah ah),CKay,https://www.tiktok.com/music/Honduras-by-hijabilatina-7043991071885642542?_r=1&language=en&source=h5_m&u_code=e0chh621h8afk3&_d=e0chh621h8afk3&share_music_id=7043991071885642542,446257408,2657,28.0,56.0,84.0,0,0,165.0,0,0,254.0,0.8539325842696629,0.102,0.058,0.035,0.016,0.010329294812053575,0.0621001129092962,0.6496062992125984,0.509090909090909,0.6666666666666666,0.3333333333333333
401,+112,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://www.tiktok.com/music/original-sound-7027906537196686106?_r=1&language=en&source=h5_m&u_code=e0ci0gd1e55dkf&_d=e0ci0gd1e55dkf&share_music_id=7027906537196686106,435442693,3248,28.0,50.0,66.0,0,0,185.0,0,0,634.0,-0.5879732739420935,0.102,0.058,0.035,0.016,0.007560960241950728,0.056958128078817734,0.2917981072555205,0.3567567567567568,0.7575757575757576,0.42424242424242425
402,N/A,Island In The Sun,Weezer,https://www.tiktok.com/music/original-sound-6956373295436516102?_r=1&language=en&source=h5_m&u_code=e0chfg0k5c34hi&_d=e0chfg0k5c34hi&share_music_id=6956373295436516102,394070342,5752,28.0,50.0,63.0,0,0,104.0,0,0,109.0,19.8,0.102,0.058,0.035,0.016,0.0027750456653082884,0.01808066759388039,0.9541284403669725,0.6057692307692307,0.7936507936507936,0.4444444444444444
403,+225,Freaks,Surf Curse,https://www.tiktok.com/music/%D0%9A%D0%B0%D0%BA-%D0%BB%D0%B5%D1%82%D0%B8%D1%82-%D0%B2%D1%80%D0%B5%D0%BC%D1%8F-7052970944121686786?_r=1&language=en&source=h5_m&u_code=e0chk08f57dj6a&_d=e0chk08f57dj6a&share_music_id=7052970944121686786,456270965,10448,28.0,38.0,49.0,0,0,125.0,0,0,432.0,-0.5928338762214984,0.303,0.174,0.035,0.016,0.0017512123778000855,0.011964012251148546,0.28935185185185186,0.392,0.7755102040816326,0.5714285714285714
404,+175,The Money,Lin-Manuel Miranda,https://m.tiktok.com/h5/share/music/191199018260025344.html?language=en&source=h5_m&u_code=e0chfj677534l0&_d=e0chfj677534l0&share_music_id=191199018260025344,1033123,36633,28.0,43.0,71.0,0,0,143.0,0,0,314.0,-0.16374269005847952,0.671,0.382,0.035,0.016,0.0007166694020459841,0.0039035842000382168,0.4554140127388535,0.4965034965034965,0.6056338028169014,0.39436619718309857
405,-40,How You Been,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/7055769524737739525.html?language=en&source=h5_m&u_code=e0ci1ikb8i4a6k&_d=e0ci1ikb8i4a6k&share_music_id=7055769524737739525,459479052,1157,28.0,74.0,151.0,0,0,419.0,0,0,1012.0,-0.2934232715008432,0.102,0.058,0.035,0.016,0.05843637814120477,0.3621434745030251,0.4140316205533597,0.360381861575179,0.4900662251655629,0.18543046357615894
406,+185,imagine if (feat. ruth b.),Garrett Nash,https://m.tiktok.com/h5/share/music/6704954821037787138.html?language=en&source=h5_m&u_code=e0ci1gfa0374k0&_d=e0ci1gfa0374k0&share_music_id=6704954821037787138,190819421,22492,27.0,42.0,59.0,0,0,211.0,0,0,366.0,0.36129032258064514,0.496,0.283,0.035,0.016,0.0015352345249253115,0.009381113284723457,0.5765027322404371,0.2796208530805687,0.711864406779661,0.4576271186440678
407,+6,Remember That Night?,Sara Kays,https://www.tiktok.com/music/original-sound-6955896112603532037?_r=1&language=en&source=h5_m&u_code=e0chb7a1fhg38f&_d=e0chb7a1fhg38f&share_music_id=6955896112603532037,393742805,45113,27.0,62.0,80.0,0,0,205.0,0,0,512.0,-0.3322475570032573,0.82,0.478,0.035,0.016,0.0005773723340942805,0.004544144703300601,0.400390625,0.3902439024390244,0.775,0.3375
408,-7,Gangsta,Kehlani,https://m.tiktok.com/h5/share/music/7052657741692766977.html?language=en&source=h5_m&u_code=e0ci7ibkf64i84&_d=e0ci7ibkf64i84&share_music_id=7052657741692766977,456919734,11019,27.0,65.0,95.0,0,0,176.0,0,0,363.0,-0.058823529411764705,0.303,0.174,0.035,0.016,0.003019765739385066,0.015972411289590708,0.48484848484848486,0.5397727272727273,0.6842105263157895,0.28421052631578947
409,+262,Bad Romance,Halestorm,https://m.tiktok.com/h5/share/music/6705082588463106049.html?language=en&source=h5_m&u_code=e0ci340c42ba69&_d=e0ci340c42ba69&share_music_id=6705082588463106049,35335788,5801,27.0,29.0,66.0,0,0,130.0,0,0,205.0,0.7333333333333333,0.102,0.058,0.035,0.016,0.0038002928666062657,0.022409929322530598,0.6341463414634146,0.5076923076923077,0.4393939393939394,0.4090909090909091
410,-99,Fuckin' wit Me,Tank,https://www.tiktok.com/music/original-sound-6862496666960792325?_r=1&language=en&source=h5_m&u_code=e0ci10hf19cijl&_d=e0ci10hf19cijl&share_music_id=6862496666960792325,118292192,10951,27.0,84.0,101.0,0,0,176.0,0,0,150.0,-7.769230769230769,0.303,0.174,0.035,0.016,0.0027268539843390478,0.01607159163546708,1.1733333333333333,0.5738636363636364,0.8316831683168316,0.26732673267326734
411,+91,overwhelmed - Chri$tian Gate$ remix,Royal & the Serpent,https://m.tiktok.com/h5/share/music/6913259187397085957.html?language=en&source=h5_m&u_code=e0ci1ikb8j1ek2&_d=e0ci1ikb8j1ek2&share_music_id=6913259187397085957,275941981,8476,26.0,49.0,59.0,0,0,124.0,0,0,190.0,0.8787878787878788,0.102,0.058,0.035,0.016,0.00199562862301638,0.0146295422369042,0.6526315789473685,0.47580645161290325,0.8305084745762712,0.4406779661016949
412,-23,Primadonna,MARINA,https://m.tiktok.com/h5/share/music/6491866609387637517.html?language=en&source=h5_m&u_code=e0chlbf6hgejhf&_d=e0chlbf6hgejhf&share_music_id=6491866609387637517,985612,13193,26.0,66.0,92.0,0,0,228.0,0,0,477.0,-0.08433734939759036,0.303,0.174,0.035,0.016,0.002365942637339154,0.017281891912377775,0.4779874213836478,0.40350877192982454,0.717391304347826,0.2826086956521739
413,+183,Photograph,Ed Sheeran,https://www.tiktok.com/music/Zoe-Wees-x-Ed-Sheeran-7027755990212709126?_r=1&language=en&source=h5_m&u_code=e0ci06jdggbikb&_d=e0ci06jdggbikb&share_music_id=7027755990212709126,435863280,4315,26.0,40.0,55.0,0,0,156.0,0,0,300.0,0.08333333333333333,0.102,0.058,0.035,0.016,0.0056965302951838,0.03615295480880649,0.52,0.3525641025641026,0.7272727272727273,0.4727272727272727
414,+77,Castle on the Hill,Ed Sheeran,https://www.tiktok.com/music/original-sound-7021333684649315073?_r=1&language=en&source=h5_m&u_code=e0ci5gb6460151&_d=e0ci5gb6460151&share_music_id=7021333684649315073,430249559,5865,26.0,51.0,81.0,0,0,180.0,0,0,562.0,-0.5287958115183246,0.102,0.058,0.035,0.016,0.00241196333815726,0.030690537084398978,0.3202846975088968,0.45,0.6296296296296297,0.32098765432098764
415,+41,Shape of You,Ed Sheeran,https://www.tiktok.com/music/%D0%BE%D1%80%D0%B8%D0%B3%D0%B8%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%B7%D0%B2%D1%83%D0%BA-NELYRALL-7045728228459481858?_r=1&language=en&source=h5_m&u_code=e0ci6kl0740f1i&_d=e0ci6kl0740f1i&share_music_id=7045728228459481858,447780025,3869,26.0,55.0,79.0,0,0,234.0,0,0,442.0,0.125,0.102,0.058,0.035,0.016,0.007873599661805043,0.06048074437839235,0.5294117647058824,0.33760683760683763,0.6962025316455697,0.3291139240506329
416,-78,Cake,Melanie Martinez,https://m.tiktok.com/h5/share/music/6704983997929244673.html?language=en&source=h5_m&u_code=e0chkce95dc7k4&_d=e0chkce95dc7k4&share_music_id=6704983997929244673,91974740,6665,26.0,76.0,132.0,0,0,421.0,0,0,731.0,0.3580645161290323,0.102,0.058,0.035,0.016,0.01005318658345383,0.06316579144786197,0.5759233926128591,0.31353919239904987,0.5757575757575758,0.19696969696969696
417,0,If You Love Her,Forest Blakk,https://www.tiktok.com/music/If-You-Love-Her-6876188247098132482?_r=1&language=en&source=h5_m&u_code=e0ci630lk19m5m&_d=e0ci630lk19m5m&share_music_id=6876188247098132482,177185215,56313,26.0,61.0,98.0,0,0,254.0,0,0,389.0,0.8814814814814815,1.0,0.58,0.035,0.016,0.0006475554780703105,0.004510503791309289,0.6529562982005142,0.3858267716535433,0.6224489795918368,0.2653061224489796
418,+39,Clocks - Live,Coldplay,https://www.tiktok.com/music/sonido-original-7041777809429269253?_r=1&language=en&source=h5_m&u_code=e0chb9imcch4lm&_d=e0chb9imcch4lm&share_music_id=7041777809429269253,448852579,12096,25.0,54.0,64.0,0,0,275.0,0,0,736.0,-0.403470715835141,0.303,0.174,0.035,0.016,0.002179809308285,0.02273478835978836,0.3736413043478261,0.23272727272727273,0.84375,0.390625
419,-49,At My Worst (feat. Kehlani),Pink Sweat$,https://www.tiktok.com/music/original-sound-7026803521597082394?_r=1&language=en&source=h5_m&u_code=e0chgg7j5lck1k&_d=e0chgg7j5lck1k&share_music_id=7026803521597082394,443504197,5148,25.0,69.0,83.0,0,0,132.0,0,0,232.0,0.32,0.102,0.058,0.035,0.016,0.004378352792679222,0.02564102564102564,0.5689655172413793,0.6287878787878788,0.8313253012048193,0.30120481927710846
420,+50,Bird Set Free,Sia,https://m.tiktok.com/h5/share/music/6716015518811162625.html?language=en&source=h5_m&u_code=e0chhbclj19im2&_d=e0chhbclj19im2&share_music_id=6716015518811162625,34479343,15330,25.0,53.0,80.0,0,0,153.0,0,0,278.0,0.224,0.303,0.174,0.035,0.016,0.001547135177658343,0.009980430528375734,0.5503597122302158,0.5228758169934641,0.6625,0.3125
421,N/A,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,https://www.tiktok.com/music/sonido-original-7021870219538828038?_r=1&language=en&source=h5_m&u_code=e0ci4l1dggbmi7&_d=e0ci4l1dggbmi7&share_music_id=7021870219538828038,430793751,9961,24.0,67.0,77.0,0,0,114.0,0,0,185.0,0.6056338028169014,0.102,0.058,0.035,0.016,0.002164502164502312,0.01144463407288425,0.6162162162162163,0.6754385964912281,0.8701298701298701,0.3116883116883117
422,+38,Power,Kevin Gates,https://www.tiktok.com/music/Power-6896888593998940162?_r=1&language=en&source=h5_m&u_code=e0ci674g5h65b0&_d=e0ci674g5h65b0&share_music_id=6896888593998940162,223312763,20937,24.0,52.0,79.0,0,0,170.0,0,0,325.0,0.0967741935483871,0.496,0.283,0.035,0.016,0.001265786369782297,0.008119596885895782,0.5230769230769231,0.4647058823529412,0.6582278481012658,0.3037974683544304
423,+71,The Scientist,Coldplay,https://m.tiktok.com/h5/share/music/6711207226020743169.html?language=en&source=h5_m&u_code=e0chhe902jmiig&_d=e0chhe902jmiig&share_music_id=6711207226020743169,60421458,10839,24.0,49.0,78.0,0,0,195.0,0,0,457.0,-0.25572519083969464,0.303,0.174,0.035,0.016,0.0022113615669075567,0.01799058953778024,0.42669584245076586,0.4,0.6282051282051282,0.3076923076923077
424,+173,nan,nan,https://www.tiktok.com/music/Kenndog-Doowop-7065119050849930030?_r=1&language=en&source=h5_m&u_code=e0ci43k3b2b069&_d=e0ci43k3b2b069&share_music_id=7065119050849930030,470039537,318,24.0,38.0,58.0,0,0,164.0,0,0,309.0,0.1310344827586207,0.102,0.058,0.035,0.016,0.10207336523125983,0.5157232704402516,0.5307443365695793,0.35365853658536583,0.6551724137931034,0.41379310344827586
425,-171,Pimpin Ain't Eazy,Kodak Black,https://www.tiktok.com/music/original-sound-6962628867617999621?_r=1&language=en&source=h5_m&u_code=e0ci0mb7l7bab6&_d=e0ci0mb7l7bab6&share_music_id=6962628867617999621,396551373,6052,24.0,103.0,163.0,0,0,290.0,0,0,246.0,-7.590909090909091,0.102,0.058,0.035,0.016,0.0075780642105619574,0.04791804362194316,1.1788617886178863,0.5620689655172414,0.6319018404907976,0.147239263803681
426,-1,Live In the Moment (Tycho Sunset Remix),Portugal. The Man & Tycho,https://www.tiktok.com/music/DJ-HANYA-DIA-YANG-ADA-DI-ANTARA-JANTUNG-HATI-YANG-7063115754849176347?_r=1&language=en&source=h5_m&u_code=e0ci2bkkf3ba3c&_d=e0ci2bkkf3ba3c&share_music_id=7063115754849176347,468258164,4815,24.0,58.0,75.0,0,0,277.0,0,0,1094.0,-0.6609547123623011,0.102,0.058,0.035,0.016,0.008260611708887571,0.057528556593977154,0.253199268738574,0.27075812274368233,0.7733333333333333,0.32
427,+221,Soap,Melanie Martinez,https://www.tiktok.com/music/Tag-soap-it-7027879408929082158?_r=1&language=en&source=h5_m&u_code=e0chd1m9hc9a26&_d=e0chd1m9hc9a26&share_music_id=7027879408929082158,436868341,4565,24.0,31.0,70.0,0,0,170.0,0,0,417.0,-0.3117408906882591,0.102,0.058,0.035,0.016,0.0051562430546296684,0.03723986856516977,0.407673860911271,0.4117647058823529,0.44285714285714284,0.34285714285714286
428,+179,Emiliana,CKay,https://m.tiktok.com/h5/share/music/7063124585847524101.html?language=en&source=h5_m&u_code=e0che438edekl3&_d=e0che438edekl3&share_music_id=7063124585847524101,467823640,1179,24.0,37.0,59.0,0,0,110.0,0,0,353.0,-0.5473251028806584,0.102,0.058,0.035,0.016,0.014962593516209436,0.09329940627650551,0.311614730878187,0.5363636363636364,0.6271186440677966,0.4067796610169492
429,-6,Hero (feat. Christina Perri),Cash Cash,https://m.tiktok.com/h5/share/music/7055883690383051547.html?language=en&source=h5_m&u_code=e0chb9imcch4lm&_d=e0chb9imcch4lm&share_music_id=7055883690383051547,459584038,1851,24.0,58.0,124.0,0,0,163.0,0,0,170.0,22.285714285714285,0.102,0.058,0.035,0.016,0.018206801786327827,0.08806050783360346,0.9588235294117647,0.7607361963190185,0.46774193548387094,0.1935483870967742
430,+163,Litty (feat. Tory Lanez),Meek Mill,https://m.tiktok.com/h5/share/music/6704976006114969602.html?language=en&source=h5_m&u_code=e0ci2j0d8e4i1l&_d=e0ci2j0d8e4i1l&share_music_id=6704976006114969602,62818988,1953,23.0,38.0,60.0,0,0,130.0,0,0,208.0,0.6666666666666666,0.102,0.058,0.035,0.016,0.010677661486415078,0.06656426011264721,0.625,0.46153846153846156,0.6333333333333333,0.38333333333333336
431,-57,The Family Jewels,MARINA,https://www.tiktok.com/music/The-Family-Jewels-7004672248757930757?_r=1&language=en&source=h5_m&u_code=e0ci5k02jcdg5m&_d=e0ci5k02jcdg5m&share_music_id=7004672248757930757,420683460,36868,23.0,66.0,92.0,0,0,256.0,0,0,666.0,-0.375609756097561,0.671,0.382,0.035,0.016,0.0008755234107345992,0.006943691005750244,0.3843843843843844,0.359375,0.717391304347826,0.25
432,+166,Rather Be (feat. Jess Glynne),Clean Bandit,https://www.tiktok.com/music/Rather-Be-feat-Jess-Glynne-6705028238340524034?_r=1&language=en&source=h5_m&u_code=e0chg82bh77h8m&_d=e0chg82bh77h8m&share_music_id=6705028238340524034,413924701,3239,23.0,37.0,69.0,0,0,147.0,0,0,293.0,0.00684931506849315,0.102,0.058,0.035,0.016,0.006869603579756641,0.045384377894411854,0.5017064846416383,0.46938775510204084,0.5362318840579711,0.3333333333333333
433,+205,Gangsta,Kehlani,https://www.tiktok.com/music/Gangsta-6704988587269556225?_r=1&language=en&source=h5_m&u_code=e0ci8c7eekmmhd&_d=e0ci8c7eekmmhd&share_music_id=6704988587269556225,307112091,3982,23.0,32.0,64.0,0,0,142.0,0,0,262.0,0.18333333333333332,0.102,0.058,0.035,0.016,0.005978538579458378,0.03566047212456052,0.5419847328244275,0.4507042253521127,0.5,0.359375
434,+14,Cowboys Don’t Cry,Oliver Tree,https://www.tiktok.com/music/Cowboys-Don%E2%80%99t-Cry-7050676363397302273?_r=1&language=en&source=h5_m&u_code=e0ci2256hdgde1&_d=e0ci2256hdgde1&share_music_id=7050676363397302273,452321113,4487,23.0,53.0,87.0,0,0,164.0,0,0,530.0,-0.5519125683060109,0.102,0.058,0.035,0.016,0.00608537693006362,0.036550033429908625,0.30943396226415093,0.5304878048780488,0.6091954022988506,0.26436781609195403
